measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1998,2.9453050267716,3.002653684901371,2.888686044519263
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1997,21573.325195349338,22326.73366159677,20299.399593589682
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1997,147.48487149187736,152.63550774378666,138.77574798104098
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1998,21894.98410723173,22670.055414894734,20511.70904561593
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1998,147.94051522891223,153.17753426638828,138.59397154947845
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1998,224416.89802451755,231018.75140340903,212788.48513424667
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1998,273.2673101638242,281.3062356227638,259.1076584621436
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1999,910.6722186233136,965.5702267509397,849.2020284843607
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1999,1.107757369166061,1.174536251635814,1.0329839713200126
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1999,740.6305107963811,759.6386450724999,720.7889383649999
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1999,0.9009157075244829,0.9240375293917421,0.8767800771327595
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1999,369812.76542258234,386412.4584084573,338436.30273720965
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1999,449.84661630267254,470.03876870938075,411.6797467668594
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1999,19830.6845113109,20350.782793641538,18965.822974294617
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1999,132.49179092558225,135.96664590822292,126.7135206961011
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,2000,243528.56741006544,251513.45409841978,229365.28221508162
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,2000,295.84356363326447,305.5437698892016,278.63771049907024
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1998,1013.6513087975242,1074.0362560418696,946.220044697479
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1998,1.2342999526215583,1.3078293180708738,1.152190448730489
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1998,762.6238866394012,783.1768814725001,743.3344857775
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1998,0.9286296174803282,0.9536565279460402,0.9051413564153034
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1998,19362.811026084302,19876.715166309186,18544.074820539216
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1998,130.83107187699844,134.30343079312243,125.29901688706583
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1998,378219.97627630475,394933.436553974,346750.93800628383
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1998,460.5497913796117,480.9013886693555,422.23066515877053
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,2000,624.6675694509406,657.7027794728506,590.277503901097
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2000,4.127903199020903,4.346205150008413,3.9006481460292504
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2000,517.5639242945404,527.6242988741617,507.66393888113504
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2000,3.420145183254996,3.486625747384605,3.354724496386022
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2000,21981.39442790532,22881.291991295526,20443.790278193366
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2000,145.2565697586076,151.20323677379253,135.09583563565238
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1999,232455.4815255328,239588.60140328424,220233.98767554757
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1999,282.7628507787679,291.43970063553616,267.89641519670437
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,2001,249281.3252682418,257715.14128404937,233973.9235576032
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,2001,302.4250452653435,312.6568473772569,283.854293323724
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,2001,20607.06024369918,21185.470987329056,19724.681537578334
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,2001,134.73197923672225,138.5137134277921,128.96285796925017
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,2001,736.8450293542763,783.7466671207887,683.8000748658077
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2001,0.8939313489136032,0.9508318403936346,0.8295778609617455
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2001,660.1593990049998,677.7068898025,643.5392634125
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2001,0.8008972830660094,0.8221856836031001,0.7807339384854665
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2001,348711.0217899161,365121.1520045419,317831.02868040086
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2001,423.05193313562256,442.9605017683832,385.5887043763503
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,2001,642.8944478195754,675.7992503477055,608.2696193056128
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2001,4.203338097267677,4.418474517435325,3.9769558951850366
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2001,577.679646982552,588.8545442016026,567.068774761269
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2001,3.776954174068957,3.8500172894422438,3.707578736772485
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2001,22518.962328728474,23462.964540849363,20870.85526801097
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2001,147.23227520210978,153.40429998093663,136.4567097571365
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2003,23315.457036233394,24335.928395814983,21600.201472550303
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2003,149.45068214081684,155.99184239161602,138.45599678509328
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,2003,630.834581482672,664.676327222861,593.865503466222
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2003,4.043611856893398,4.260535418711091,3.8066422826281596
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2003,452.4130994968381,460.60870255023497,444.65964898361244
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2003,2.8999408514346894,2.952474175786084,2.8502416983644343
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2004,330794.86017311766,346481.0260141946,300734.28075379354
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2004,400.9586213337796,419.97192591281504,364.5219957037464
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,2002,634.1503512711831,668.0777487891438,598.6273398274783
